description,rate
Zapomniałeś o Sławomir Walecki Salomon Walstein  agent Mosadu na youtubie,-1
Co to za śmieszny laluś w tym pedałkowatym sweterku czy jak to nazwaćPodskakuje jak mały ratleremŚmieszny krasnal,-1
Pojechał by na weekendowe ćwiczenia Nejmników Macierewicza  to jest duża szansa że karawanem by wracał Po takim np wyciąganiu rannego z pola walki  oczywiście za pomocą czolgania,-1
JAK JA BYM IM WYJEBAL TAK ŻE CHJ mu SPADŁ A POTEM WZIĄŁ TRAKTOR I GO TAK PRZEWOŹIŁ CWELA JEBANEGO ONI POWINNI DOSTAĆ 5 LAT POZBAWIENIA WOLNOŚCI A NIE 5 LAT ZABRONIENIA TRZYMANIA ZWIERZĄT W DOMACH,-1
Czy jeśli to że jestem osobą płci męskiej i zakręcila mi się łezka w oku od historii i zdjęć to jestem jakiś dziwny,-1
dobrze powiedziałeś pierdlone pjeby Biedak zaraz znajdę sprawców i ich zajebie,-1
Ciesze się że wszystko dobrze z nim ale jeszcze z nlaleść tego gościa i wszadzić go do pudła ale serio cooo się dzieje z tymi ludzmi nosz kurde,-1
Kurwa co z tym jebanym światem,-1
KURWAAAA JA PIERDOLE NIECH ZGINĄ TE KURWY,-1
12 miesięcy to kpina a nie karaCieszę się  że ten człowiek zareagował i pomógł biedakowi,-1
Uchlać  podpalić je  polamac im wszystko i do Aushwitz Ale to i tak za mało Jeny biedny pieseeek ,-1
kara nie jest wystarczająca,-1
debile kto to zrobił nie ma duszy ani ziarnka godności powinni sami sobie tak zrobić,-1
Powinni dostać dorzywocie,-1
Klasycznie  wszystko robią dziewczyny"Jak można być takim zwyrolem  ja pierdole,-1
Suki dziwki wzioł bym te suki tych nastolatków powiesił za ręce od tyłu żeby się płakały i pobawiłbym się w żucabie nożami a potem młotkami a potem zapalić ryj tym kurwą,-1
150k i koniec kropka 100 lat nie mogą mieć zwierząt i tyle ja im dam,-1
Kurwa jak to słysze to kurwa napierdalam z nerwów w podłoge bo nie moge wytrzymacDawac kurwa ich adres i zara z ekipą ich kurwa zajebiemy i wjebiemy ich na ognisko kurwa i przywiazemy ich do drzewa i bedziemy napierdalac w nich z wiatrowki dawaj like jak chcesz,-1
Powinno byc zakaz posiadania zwierzat do konca zycia  24 miesiace prac spolecznych  20000 zl od kazdego przyjeba i kilka kopow na morde zeby wiedzieli co czul ten pies,-1
Kolejny raz kurde kiedy to sie skonczy,-1
 to jest kurwa policja i straż miejska jp,-1
Ok jadę do Ameryki po broń  trzeba się jakoś bronić,-1
Jakos brak przekonania w słowach oswiecinskiego Sam w to nie wierzy co mówi Co do psychy to Popek na pewno ma lepszą i to tez widac w tym filmie,-1
Xd oświęcimski mówi że wszyscy mówią Popkowi ze jest dobry z grona sportowców a kto jemu powie tak jakiś aktor XD,-1
Tam go dojadąlipa nie slychac strzalow,-1
Pedofili do kamieniołomów i raz na dzień wodę z chlebem ,-1
Oho widze że juz prawie 300 pedofili dało łapke w dół ,-1
Ja chcę nawijać jak ty  przecież sam mówiłeś że kseruję RychaSliwa coraz więcej śubów D,-1
Swirki nie mialem zadnej uff  wtedy jeszcze chyba tombik odpowiadal za wysylki  ale na szczescie zaznaczylem platność przy odbiorze xd,-1
Moim zdaniem największy wygrany tego całego zamieszania,-1
Jebać tych wiejskich cweli,-1
Deynn to tępy worek na sperme nie mylić z kobietą,-1
Omawianie dramy ludzi których nie znam Polecam film Gonciarza rozstanie odnośnie takich epar Z całego materiału zrozumiałem tylko tyle  że jakaś patologia przygarnęła dziecko i je krzywdzi Takie sytuacje mają miejsce codziennie więc nie widzę powodu dla omawiania akurat tej patologii gwiazd,-1
Wiecie co wyglądacie jakbyście przeszły operacje zmiany plciBylyscie kiedyś facetami czy co,-1
no a wy kurwa narzekaliście na seksmasterke a ona o niebo ładniejsza od tych mutantów z czarnobyla,-1
Rewelacja  jestem wstrząśnięty ,-1
 "Ja uważam  że nie śpiewają najgorzej ale wiedzą to  że fałszują  a puszczają to do netu Potem narzekają na hejty  a przecież wiedziały  że takie polecą Na prawdę nie śpiewają najgorzej  ale po co to puszczać do internetu Nie rozumiem tego Jakby na prawdę miały talent  to rozumiem Lub jakby były to jakieś challenge ze śpiewaniem,-1
XDDDDD,-1
Aha Najpierw za przeproszeniem NAPIERDA niewinnego człowieka  a potem Jak się czujesz  Zawieź cię do ZOZuskurwysyny na stos z kurwami,-1
Jest i kula heh ja pierdole elita,-1
This is Polish Hip Hop ,-1
Nie wierze  nie wpuścić nikogo,-1
jesteś bystry jak woda w kiblu,-1
Lapka w gore kto by go powiesił tego skurwysyna,-1
oby jednak ktos go znalazł przed policja,-1
Cuux lepszy on nie jest z plastiku,-1
 Teraz ta koleda bedzie mi sie kojarzyć tylko z Nimi i wyciem ,-1
taka ładna piosenka a tak zmasakrowana dobrze ze kolęd nie spiewaly,-1
Ta w srebrnej sukience psujeee,-1
I co można wziąć się za łapanie niebezpiecznych osób zamiast wlepiac mandaty za złe parkowanietylko nie może wam się tak długo przy tym schodzić bo jest dużo roboty,-1
Nie rozumiem takich głupich osób,-1
Dzieci bawią sie w gangsterke heh  gdyby sie zainteresował nimi ktoś poważniejszy to by sie obsrały i sie pogodziły _ no cóż będą miały nauczke,-1
czy MARIHUANA jest z Konopi hahahahhahahaahhahahaah,-1
Kazdy len ktoremu nie chce sie co nieco poczytac uwaza ze sa jacys obcy co chca go zniszczyc Tak powstaja teorie spiskowe W pogoni za rozumem,-1
kiedy Ci politycznie poprawni kretyni się obudzą,-1
 "Od 409 aż łzy mi poleciały Wykończyli faceta psychicznie Dlaczego nie nęka się tak prawdziwych złodzieji bo złodziej ma większe prawa niż szary obywatel Pozdrawiam Panów policjantów  którym na tacy dałem 3 włamywaczy Włamanie do domu okazało się tylko wykroczeniem Wykrywalnośc oczywiście poszła w górę  a i budżet pańśtwa został zasilony 50 złotówkowym mandatem Mówi się  że mamy złe przepisy chuja prawda mamy złe myślenie i brak umiejętności podjęcia rozsądnych  męskich decyzji,-1
Moje zdanie jest takie  że ci którzy nie dostali się do policji poszli do SM i udają wielkich Rambo  a w rzeczywistości są niedoszkolonymi pseudoochroniarzami Ktoś miał rację mówiąc  że jak szyby w samochodach wybijają to panowie strażnicy uciekają  ale jak babcia handluje pietruszką z koszyczka to są zwarci i gotowi Powinni zlikwidować to g  a pieniądze przeznaczyć na policję,-1
Jakoś mi ich nie szkoda,-1
Najpierw skakał  a potem dostał w dziurę Cwaniak,-1
po 2 Wy wszyscy chyba zapomnieliscie w jakim My kraju zyjemy to Jest POlska  tym kurwa ujdzie to płazem nie jeden juz sie tak odgrazal i jak to sie konczylo naganą  upomnieniem  badz wloczeniem sie po sadach latami z czego pozniej wyrok prawomocny byl taki ze sa zawieszeni w wykonywanym zawodzi ale takie bylo juz jest bylo na emeryturze Wisła Kraków Hooligan ACAB,-1
Kogo to obchodzi Chłopaki macie bogaty merytorycznie kanał dotyczący tematu budowania sylwetki etc a teraz wchodzę i widzę takie gowno,-1
owca meta wpierdala albo teściapuchnie kurwa z ryja wstrętne zaraz forma będzie testosteron pójdzie i gitara,-1
Ja chciałbym żeby z tymi nastolatkami zrobili tak samo,-1
